relation,object_en,object_tr,source_taxonomy,source_category,en_token_count,en_token_ids,en_prior_mean_logprob,en_prior_robust_z,en_prior_share,tr_token_count,tr_token_ids,tr_prior_mean_logprob,tr_prior_robust_z,tr_prior_share,status,flags
field_of_study,media studies,basın,ISCED-F 2013,0321 Journalism and reporting,2,2902|2157,-5.70996507,1.366376,0.07190799,3,1516|20335|94,-4.15050205,0.147955,0.01981323,pass,
field_of_study,communication,medya,ISCED-F 2013,0321 Journalism and reporting,1,2908,-8.09720389,0.033821,0.00660712,2,958|5488,-6.80185636,-2.759992,0.00139793,pass,
field_of_study,design,dizayn,ISCED-F 2013,0212 Fashion interior and industrial design,1,1157,-8.74303722,-0.326683,0.00346362,4,287|463|341|94,-5.3516504,-1.169438,0.00596078,pass,
field_of_study,music,müzik,ISCED-F 2013,0215 Music and performing arts,1,2477,-7.65970389,0.278033,0.01023331,4,283|7170|106|1873,-2.77512908,1.656434,0.07839209,pass,
field_of_study,theatre,tiyatro,ISCED-F 2013,0215 Music and performing arts,1,16984,-11.06595389,-1.623333,0.00033939,3,252|12771|47923,-4.44649871,-0.176688,0.01473688,pass,
field_of_study,film studies,sinema,ISCED-F 2013,0211 Audio-visual techniques and media production,2,4771|2157,-6.3034393,1.035099,0.03972231,2,6028|8950,-6.54284732,-2.475917,0.00181123,pass,
field_of_study,business,işletme,ISCED-F 2013,0410 Business and administration,1,1861,-7.40970389,0.417583,0.01313984,4,2056|32647|2016|1558,-3.38902918,0.983121,0.04242861,pass,
field_of_study,accounting,muhasebe,ISCED-F 2013,0411 Accounting and taxation,1,9886,-9.45137056,-0.722074,0.00170571,4,283|6640|576|1425,-4.57522154,-0.317868,0.01295693,pass,
field_of_study,fiscal studies,maliye,ISCED-F 2013,0412 Finance banking and insurance,2,16122|2157,-8.87004312,-0.397577,0.00305051,3,4382|89|6602,-5.04760424,-0.835967,0.00807884,pass,
field_of_study,marketing,pazarlama,ISCED-F 2013,0414 Marketing and advertising,1,8162,-8.49303722,-0.187133,0.00444738,4,273|1437|2108|4232,-4.22398249,0.067363,0.01840955,pass,
field_of_study,management,yönetim,ISCED-F 2013,0413 Management and administration,1,2343,-8.24303722,-0.047583,0.00571055,4,329|7466|4205|306,-3.16599353,1.227742,0.05303004,pass,
field_of_study,tourism,turizm,ISCED-F 2013,1015 Travel tourism and leisure,1,11044,-10.26387056,-1.175611,0.0007569,3,6615|463|93,-4.49270217,-0.227363,0.01407148,pass,
field_of_study,logistics,lojistik,ISCED-F 2013,1041 Transport services,1,21153,-10.69095389,-1.414008,0.00049381,4,3092|90|363|1873,-5.55719312,-1.394873,0.0048533,pass,
field_of_study,governance,kamu,ISCED-F 2013,0413 Management and administration,1,10378,-11.92012056,-2.100128,0.00014446,3,501|332|101,-4.03932619,0.26989,0.0221431,pass,
field_of_study,diplomacy,diplomasi,ISCED-F 2013,0312 Political sciences and civics,1,22608,-12.18053722,-2.245493,0.00011134,3,9216|4815|89,-5.87645149,-1.745029,0.00352683,pass,
field_of_study,social care,bakım,ISCED-F 2013,0923 Social work and counselling,2,1329|1176,-7.76575565,0.218835,0.00920362,3,28723|20335|93,-4.34006572,-0.059955,0.01639188,pass,
field_of_study,physical education,fitness,ISCED-F 2013,1014 Sports,2,2099|1888,-5.27123642,1.611274,0.11151019,1,9847,-13.05005042,-9.612875,2.7e-06,review,en_prior_share|tr_prior_z
field_of_study,data analytics,veri bilimi,ISCED-F 2013,0613 Software and applications development,2,940|15928,-5.72109556,1.360163,0.07111205,4,2303|89|23059|35782,-4.67775663,-0.430326,0.01169423,pass,
works_in_industry,agriculture,tarım,NACE Rev. 2.1,A Agriculture forestry and fishing,1,5995,-7.13170147,2.078949,0.09264292,3,12331|20335|93,-3.86010019,0.673556,0.03180171,pass,
works_in_industry,timber,orman,NACE Rev. 2.1,A Agriculture forestry and fishing,1,13789,-10.67336814,-0.572228,0.0026834,2,355|1483,-7.05288569,-1.396285,0.00130569,pass,
works_in_industry,extraction,maden,NACE Rev. 2.1,B Mining and quarrying,1,12151,-11.4337848,-1.141452,0.00125441,2,15480|264,-7.41215436,-1.629194,0.00091162,pass,
works_in_industry,energy,enerji,NACE Rev. 2.1,D Electricity gas steam and air conditioning supply,1,1439,-8.13170147,1.330381,0.03408142,3,430|259|10381,-4.99603844,-0.062858,0.01021219,pass,
works_in_industry,infrastructure,altyapı,NACE Rev. 2.1,D-E Utilities and waste services,1,5730,-10.00670147,-0.073183,0.00522656,4,360|866|512|20335,-4.8326985,0.043033,0.01202421,pass,
works_in_industry,construction,inşaat,NACE Rev. 2.1,F Construction,1,3901,-7.67336814,1.673475,0.05389759,4,281|32647|81|261,-3.75518243,0.741573,0.03531959,pass,
works_in_industry,manufacturing,imalat,NACE Rev. 2.1,C Manufacturing,1,6350,-7.3400348,1.922998,0.07522015,3,444|272|261,-6.61248604,-1.11078,0.00202817,pass,
works_in_industry,automotive,otomotiv,NACE Rev. 2.1,C29 Manufacture of motor vehicles,1,21251,-8.75670147,0.862527,0.01824247,4,19182|300|320|380,-3.8068827,0.708056,0.03353996,pass,
works_in_industry,space,uzay,NACE Rev. 2.1,C30 Manufacture of other transport equipment,1,1898,-9.9650348,-0.041993,0.00544893,3,326|106|341,-4.50902081,0.252869,0.01661988,pass,
works_in_industry,electrical,elektrik,NACE Rev. 2.1,C26 Manufacture of computer electronic and optical products,1,5464,-8.73586814,0.878122,0.01862651,3,1427|22817|20598,-3.85721604,0.675426,0.03189356,pass,
works_in_industry,chemicals,kimya,NACE Rev. 2.1,C20 Manufacture of chemicals,1,5478,-9.9650348,-0.041993,0.00544893,3,501|306|5488,-4.82074865,0.05078,0.01216875,pass,
works_in_industry,pharmaceuticals,ilaç,NACE Rev. 2.1,C21 Manufacture of pharmaceutical products,1,31037,-10.19420147,-0.21354,0.00433297,3,216|9194|11512,-5.66661437,-0.497584,0.00522265,pass,
works_in_industry,healthcare,tıp,NACE Rev. 2.1,Q Human health and social work activities,1,4379,-7.69420147,1.65788,0.05278634,3,252|20335|96,-3.89484016,0.651034,0.03071589,pass,
works_in_industry,biotech,biyoloji,NACE Rev. 2.1,M72 Scientific research and development,1,44960,-10.4025348,-0.369491,0.00351809,4,1632|105|21758|10381,-3.76409268,0.735796,0.03500628,pass,
works_in_industry,banking,finans,NACE Rev. 2.1,K64 Financial service activities,1,14262,-8.50670147,1.049669,0.0234238,2,1501|487,-7.18579372,-1.482448,0.00114319,pass,
works_in_industry,insurance,sigorta,NACE Rev. 2.1,K65 Insurance and pension funding,1,6697,-9.44420147,0.347886,0.00917289,2,29459|35072,-8.68029054,-2.451311,0.00025649,pass,
works_in_industry,investment,yatirim,NACE Rev. 2.1,K66 Activities auxiliary to financial services,1,5642,-10.0587848,-0.112171,0.00496131,4,329|261|337|306,-4.73730008,0.104879,0.01322779,pass,
works_in_industry,accounting,muhasebe,NACE Rev. 2.1,M69 Legal and accounting activities,1,9886,-8.69420147,0.909312,0.01941901,4,283|6640|576|1425,-4.67336599,0.146326,0.01410112,pass,
works_in_industry,law,hukuk,NACE Rev. 2.1,M69 Legal and accounting activities,1,1525,-9.29836814,0.457052,0.01061307,3,294|3617|3617,-4.05047345,0.550139,0.0262889,pass,
works_in_industry,software,teknoloji,NACE Rev. 2.1,J62 Computer programming and consultancy,1,3197,-8.13170147,1.330381,0.03408142,4,543|18605|21758|10381,-3.3785158,0.985761,0.05147542,pass,
works_in_industry,communications,telekom,NACE Rev. 2.1,J61 Telecommunications,1,9353,-10.29836814,-0.291515,0.00390433,3,4462|91|300,-4.7259388,0.112244,0.01337893,pass,
works_in_industry,media,medya,NACE Rev. 2.1,J60 Programming and broadcasting,1,2902,-9.0275348,0.65979,0.01391433,2,958|5488,-7.28749228,-1.548378,0.00103265,pass,
works_in_industry,books,yayın,NACE Rev. 2.1,J58 Publishing activities,1,2905,-10.98586814,-0.806156,0.00196322,4,329|341|20335|94,-2.94687819,1.265586,0.07926067,pass,
works_in_industry,advertising,reklam,NACE Rev. 2.1,M73 Advertising and market research,1,11757,-9.88170147,0.020388,0.00592246,3,298|91|4130,-4.00434113,0.580046,0.02753008,pass,
works_in_industry,entertainment,eğlence,NACE Rev. 2.1,R90 Creative arts and entertainment,1,11154,-10.17336814,-0.197944,0.00442418,4,297|43702|92|535,-3.05927595,1.19272,0.07083437,pass,
works_in_industry,gaming,oyun,NACE Rev. 2.1,J58 Publishing of computer games,1,13636,-10.38170147,-0.353896,0.00359216,2,20785|419,-6.1148874,-0.788193,0.00333587,pass,
works_in_industry,education,eğitim,NACE Rev. 2.1,P Education,1,1888,-7.8400348,1.548714,0.04562333,4,297|43702|269|306,-2.51337449,1.546621,0.12227171,review,tr_prior_share
works_in_industry,research,bilim,NACE Rev. 2.1,M72 Scientific research and development,1,1151,-8.61086814,0.971693,0.0211066,2,23059|306,-6.34048239,-0.934444,0.00266216,pass,
works_in_industry,retail,perakende,NACE Rev. 2.1,G47 Retail trade,1,11124,-8.04836814,1.392762,0.03704324,3,567|494|32957,-9.27070045,-2.834066,0.00014212,pass,
works_in_industry,trade,ticaret,NACE Rev. 2.1,G46 Wholesale trade,1,3735,-9.56920147,0.254315,0.00809505,3,252|286|9258,-4.92036819,-0.013802,0.01101493,pass,
works_in_industry,logistics,lojistik,NACE Rev. 2.1,H52 Warehousing and support activities for transportation,1,21153,-9.92336814,-0.010802,0.00568076,4,3092|90|363|1873,-5.07562272,-0.114451,0.00943096,pass,
works_in_industry,maritime,deniz,NACE Rev. 2.1,H50 Water transport,1,18011,-10.8087848,-0.673597,0.00234356,2,4017|463,-5.53991175,-0.415444,0.00592813,pass,
works_in_industry,airlines,uçuş,NACE Rev. 2.1,H51 Air transport,1,33411,-11.54033979,-1.221215,0.00112763,4,326|11512|101|32647,-3.27241937,1.054542,0.05723702,pass,
works_in_industry,railways,demiryolu,NACE Rev. 2.1,H49 Land transport,1,33214,-11.91533979,-1.501928,0.000775,4,1877|38230|308|101,-5.56902997,-0.434321,0.005758,pass,
works_in_industry,tourism,turizm,NACE Rev. 2.1,N79 Travel agency and tour operator activities,1,11044,-9.50908979,0.299313,0.00859658,3,6615|463|93,-5.04920546,-0.097326,0.00968342,pass,
works_in_industry,hotels,otel,NACE Rev. 2.1,I Accommodation and food service activities,1,21143,-10.99867312,-0.815741,0.00193824,2,19182|299,-7.28749069,-1.548377,0.00103265,pass,
works_in_industry,catering,yemek,NACE Rev. 2.1,I56 Food and beverage service activities,1,25446,-11.68617312,-1.330381,0.00097461,3,329|391|1846,-4.08978955,0.524651,0.02527538,pass,
works_in_industry,food manufacturing,gıda,NACE Rev. 2.1,C10 Manufacture of food products,2,1114|6350,-6.12965107,2.829052,0.25234644,3,310|20335|4933,-4.41958451,0.31085,0.01817479,review,en_prior_share
works_in_industry,textiles,tekstil,NACE Rev. 2.1,C13 Manufacture of textiles,1,22182,-9.84242312,0.04979,0.00615972,4,543|91|302|301,-4.87778823,0.013802,0.01149408,pass,
works_in_industry,fashion,moda,NACE Rev. 2.1,C14 Manufacture of wearing apparel,1,7317,-9.89450645,0.010802,0.00584711,2,798|81,-7.54802227,-1.717276,0.0007958,pass,
works_in_industry,property,emlak,NACE Rev. 2.1,L Real estate activities,1,3501,-10.81117312,-0.675385,0.00233796,3,649|92|494,-4.99705887,-0.06352,0.01020177,pass,
works_in_industry,architecture,mimarlık,NACE Rev. 2.1,M71 Architectural and engineering activities,1,6277,-9.66533979,0.182349,0.00735304,4,12112|2108|20335|91,-5.12199561,-0.144514,0.0090036,pass,
works_in_industry,engineering,teknik,NACE Rev. 2.1,M71 Architectural and engineering activities,1,4665,-8.01950661,1.414367,0.03812794,3,543|18605|1873,-3.83435361,0.690247,0.03263113,pass,
works_in_industry,consulting,strateji,NACE Rev. 2.1,M70 Management consultancy activities,1,18020,-10.41533979,-0.379077,0.00347333,3,871|368|10381,-7.69148668,-1.810282,0.00068945,pass,
works_in_industry,government,kamu,NACE Rev. 2.1,O Public administration and defence,1,1693,-8.35283979,1.164844,0.02731987,3,501|332|101,-4.44703913,0.293051,0.0176826,pass,
works_in_industry,security,güvenlik,NACE Rev. 2.1,N80 Security and investigation activities,1,3292,-10.04033979,-0.098364,0.00505367,4,310|7170|1241|7692,-3.00005929,1.231109,0.07515562,pass,
works_in_industry,waste,atık,NACE Rev. 2.1,E38 Waste collection treatment and materials recovery,1,3368,-10.37367312,-0.347886,0.00362111,3,418|20335|91,-5.20965926,-0.201346,0.00824792,pass,
works_in_industry,athletics,fitness,NACE Rev. 2.1,R93 Sports activities,1,40584,-11.97783979,-1.548714,0.00072805,1,9847,-12.84591262,-5.151829,3.98e-06,review,tr_prior_z
works_in_industry,arts,sanat,NACE Rev. 2.1,R90 Creative arts and entertainment,1,6600,-10.08200645,-0.129554,0.00484742,2,6183|261,-5.80252552,-0.585693,0.00455896,pass,
works_in_industry,welfare,refah,NACE Rev. 2.1,Q88 Social work activities,1,9365,-12.05075645,-1.603297,0.00067685,2,930|1287,-8.56378206,-2.37578,0.00028818,pass,
