relation,object_en,object_tr,source_taxonomy,source_category,en_token_count,en_token_ids,en_prior_mean_logprob,en_prior_robust_z,en_prior_share,tr_token_count,tr_token_ids,tr_prior_mean_logprob,tr_prior_robust_z,tr_prior_share,status,flags
field_of_study,cultural studies,sosyal,ISCED-F 2013,0314 Sociology and cultural studies,2,2642|2157,-5.40602557,1.729903,0.10608126,3,262|395|8254,-3.37951056,1.002594,0.03870431,review,en_prior_share
field_of_study,linguistics,dilbilim,ISCED-F 2013,0232 Literature and linguistics,1,25900,-7.5308822,0.394108,0.01267142,4,8601|82|301|306,-4.29402288,-0.052247,0.01550928,pass,
field_of_study,literature,edebiyat,ISCED-F 2013,0232 Literature and linguistics,1,3657,-8.2183822,-0.038089,0.00637159,4,953|2713|12771|261,-3.81873353,0.495974,0.02494636,pass,
field_of_study,archaeology,arkeoloji,ISCED-F 2013,0222 History and archaeology,1,22379,-8.3433822,-0.116671,0.00562291,4,562|396|21758|10381,-3.51513728,0.846156,0.03379538,pass,
field_of_study,anthropology,antropoloji,ISCED-F 2013,0314 Sociology and cultural studies,1,21840,-7.94754887,0.13217,0.00835351,3,1598|11352|33777,-6.57611068,-2.684511,0.00158305,pass,
field_of_study,politics,siyaset,ISCED-F 2013,0312 Political sciences and civics,1,5993,-8.4683822,-0.195252,0.0049622,3,262|12771|4747,-3.98947398,0.299034,0.02103079,pass,
field_of_study,law,hukuk,ISCED-F 2013,0421 Law,1,1525,-7.13504887,0.64295,0.01882493,3,294|3617|3617,-3.62219644,0.722669,0.03036422,pass,
field_of_study,medicine,tıp,ISCED-F 2013,0912 Medicine,1,4513,-7.48921553,0.420302,0.01321055,3,252|20335|96,-3.79079795,0.528196,0.02565308,pass,
field_of_study,nursing,hemşirelik,ISCED-F 2013,0913 Nursing and midwifery,1,11040,-9.2808822,-0.706032,0.00220196,4,8367|32647|609|7692,-4.72264576,-0.54664,0.01010283,pass,
field_of_study,pharmacy,ilaç,ISCED-F 2013,0916 Pharmacy,1,31244,-9.7183822,-0.981067,0.00142169,3,216|9194|11512,-5.85508013,-1.852841,0.00325562,pass,
field_of_study,dental studies,diş,ISCED-F 2013,0911 Dental studies,2,6437|2157,-7.66951482,0.306957,0.01103107,2,801|32647,-6.1864384,-2.235045,0.00233736,pass,
field_of_study,animal care,hayvan,ISCED-F 2013,0841 Veterinary,2,3161|1176,-6.27355083,1.184532,0.04455303,2,16993|6187,-6.6134181,-2.727543,0.00152507,pass,
field_of_study,architecture,mimarlık,ISCED-F 2013,0731 Architecture and town planning,1,6277,-8.55171553,-0.24764,0.00456544,4,12112|2108|20335|91,-5.06181908,-0.937858,0.00719684,pass,
field_of_study,construction,inşaat,ISCED-F 2013,0732 Building and civil engineering,1,3901,-10.07254887,-1.203714,0.00099768,4,281|32647|81|261,-3.7057337,0.626313,0.02793074,pass,
field_of_study,mechanics,mekanik,ISCED-F 2013,0715 Mechanics and metal trades,1,12774,-8.94754887,-0.496481,0.00307309,3,549|24184|1873,-4.43766181,-0.217926,0.01343415,pass,
field_of_study,electricity,elektrik,ISCED-F 2013,0713 Electricity and energy,1,4866,-10.55171553,-1.504943,0.00061787,3,1427|22817|20598,-3.52458231,0.835261,0.03347769,pass,
field_of_study,computing,bilişim,ISCED-F 2013,0613 Software and applications development,1,7867,-8.48921553,-0.208349,0.00485989,4,278|1979|32647|306,-3.29921611,1.095209,0.04194022,pass,
field_of_study,software,programlama,ISCED-F 2013,0613 Software and applications development,1,3197,-9.0933822,-0.58816,0.00265607,3,1578|4130|81,-4.41377099,-0.19037,0.01375896,pass,
field_of_study,ecology,ekoloji,ISCED-F 2013,0521 Environmental sciences,1,14269,-8.5933822,-0.273834,0.00437912,4,297|91|21758|10381,-4.18995635,0.067788,0.01721025,pass,
field_of_study,agriculture,tarım,ISCED-F 2013,0811 Crop and livestock production,1,5995,-8.5933822,-0.273834,0.00437912,3,12331|20335|93,-3.88768188,0.416446,0.02328431,pass,
field_of_study,forestry,ormanlar,ISCED-F 2013,0821 Forestry,1,23502,-10.89546553,-1.721042,0.00043813,3,355|1483|25004,-5.83260934,-1.826922,0.0033296,pass,
field_of_study,teaching,öğretim,ISCED-F 2013,0111 Education science,1,3229,-9.0933822,-0.58816,0.00265607,5,5549|131|43702|3274|306,-2.49954494,2.017586,0.093309,review,tr_token_count
field_of_study,media studies,basın,ISCED-F 2013,0321 Journalism and reporting,2,2902|2157,-5.70996507,1.538831,0.07827794,3,1516|20335|94,-4.15050205,0.113297,0.01790284,pass,
field_of_study,communication,medya,ISCED-F 2013,0321 Journalism and reporting,1,2908,-8.09720389,0.038089,0.00719242,2,958|5488,-6.80185636,-2.944896,0.00126315,pass,
field_of_study,design,dizayn,ISCED-F 2013,0212 Fashion interior and industrial design,1,1157,-8.74303722,-0.367915,0.00377045,4,287|463|341|94,-5.3516504,-1.272162,0.00538604,pass,
field_of_study,music,müzik,ISCED-F 2013,0215 Music and performing arts,1,2477,-7.65970389,0.313125,0.01113983,4,283|7170|106|1873,-2.77512908,1.699715,0.07083352,pass,
field_of_study,theatre,tiyatro,ISCED-F 2013,0215 Music and performing arts,1,16984,-11.06595389,-1.82822,0.00036946,3,252|12771|47923,-4.44649871,-0.228119,0.01331595,pass,
field_of_study,film studies,sinema,ISCED-F 2013,0211 Audio-visual techniques and media production,2,4771|2157,-6.3034393,1.165742,0.04324111,2,6028|8950,-6.54284732,-2.646143,0.00163659,pass,
field_of_study,business,işletme,ISCED-F 2013,0410 Business and administration,1,1861,-7.40970389,0.470287,0.01430383,4,2056|32647|2016|1558,-3.38902918,0.991614,0.03833764,pass,
field_of_study,accounting,muhasebe,ISCED-F 2013,0411 Accounting and taxation,1,9886,-9.45137056,-0.81321,0.00185681,4,283|6640|576|1425,-4.57522154,-0.376594,0.01170762,pass,
field_of_study,fiscal studies,maliye,ISCED-F 2013,0412 Finance banking and insurance,2,16122|2157,-8.87004312,-0.447757,0.00332074,3,4382|89|6602,-5.04760424,-0.921462,0.00729988,pass,
field_of_study,marketing,pazarlama,ISCED-F 2013,0414 Marketing and advertising,1,8162,-8.49303722,-0.210752,0.00484135,4,273|1437|2108|4232,-4.22398249,0.028541,0.0166345,pass,
field_of_study,management,yönetim,ISCED-F 2013,0413 Management and administration,1,2343,-8.24303722,-0.053589,0.00621642,4,329|7466|4205|306,-3.16599353,1.248874,0.04791688,pass,
field_of_study,tourism,turizm,ISCED-F 2013,1015 Travel tourism and leisure,1,11044,-10.26387056,-1.323989,0.00082395,3,6615|463|93,-4.49270217,-0.281412,0.01271471,pass,
field_of_study,logistics,lojistik,ISCED-F 2013,1041 Transport services,1,21153,-10.69095389,-1.592476,0.00053756,4,3092|90|363|1873,-5.55719312,-1.509245,0.00438535,pass,
field_of_study,governance,kamu,ISCED-F 2013,0413 Management and administration,1,10378,-11.92012056,-2.365193,0.00015725,3,501|332|101,-4.03932619,0.241532,0.02000806,pass,
field_of_study,diplomacy,diplomasi,ISCED-F 2013,0312 Political sciences and civics,1,22608,-12.18053722,-2.528904,0.0001212,3,9216|4815|89,-5.87645149,-1.877492,0.00318678,pass,
field_of_study,social care,bakım,ISCED-F 2013,0923 Social work and counselling,2,1329|1176,-7.76575565,0.246455,0.01001892,3,28723|20335|93,-4.34006572,-0.105355,0.01481138,pass,
field_of_study,exercise science,antrenman,ISCED-F 2013,1014 Sports,2,3388|2092,-6.26922274,1.187253,0.04474628,3,1598|723|1483,-7.06624111,-3.249849,0.00096969,pass,
field_of_study,data analytics,veri bilimi,ISCED-F 2013,0613 Software and applications development,2,940|15928,-5.72109556,1.531834,0.0774115,4,2303|89|23059|35782,-4.67775663,-0.494863,0.01056667,pass,
works_in_industry,agriculture,tarım,NACE Rev. 2.1,A Agriculture forestry and fishing,1,5995,-7.13170147,2.171142,0.13089538,3,12331|20335|93,-3.86010019,0.685959,0.0353888,review,en_prior_share
works_in_industry,timber,orman,NACE Rev. 2.1,A Agriculture forestry and fishing,1,13789,-10.67336814,-0.542785,0.00379139,2,355|1483,-7.05288569,-1.421997,0.00145297,pass,
works_in_industry,extraction,maden,NACE Rev. 2.1,B Mining and quarrying,1,12151,-11.4337848,-1.125482,0.00177237,2,15480|264,-7.41215436,-1.659195,0.00101444,pass,
works_in_industry,energy,enerji,NACE Rev. 2.1,D Electricity gas steam and air conditioning supply,1,1439,-8.13170147,1.404856,0.04815372,3,430|259|10381,-4.99603844,-0.064016,0.01136408,pass,
works_in_industry,infrastructure,altyapı,NACE Rev. 2.1,D-E Utilities and waste services,1,5730,-10.00670147,-0.031929,0.00738461,4,360|866|512|20335,-4.8326985,0.043826,0.01338048,pass,
works_in_industry,construction,inşaat,NACE Rev. 2.1,F Construction,1,3901,-7.67336814,1.756071,0.07615203,4,281|32647|81|261,-3.75518243,0.755228,0.03930349,pass,
works_in_industry,manufacturing,imalat,NACE Rev. 2.1,C Manufacturing,1,6350,-7.3400348,2.011499,0.10627872,3,444|272|261,-6.61248604,-1.131234,0.00225694,review,en_prior_share
works_in_industry,automotive,otomotiv,NACE Rev. 2.1,C29 Manufacture of motor vehicles,1,21251,-8.75670147,0.925928,0.02577483,4,19182|300|320|380,-3.8068827,0.721094,0.03732312,pass,
works_in_industry,space,uzay,NACE Rev. 2.1,C30 Manufacture of other transport equipment,1,1898,-9.9650348,0.0,0.0076988,3,326|106|341,-4.50902081,0.257525,0.01849453,pass,
works_in_industry,electrical,elektrik,NACE Rev. 2.1,C26 Manufacture of computer electronic and optical products,1,5464,-8.73586814,0.941892,0.02631744,3,1427|22817|20598,-3.85721604,0.687863,0.03549102,pass,
works_in_industry,chemicals,kimya,NACE Rev. 2.1,C20 Manufacture of chemicals,1,5478,-9.9650348,0.0,0.0076988,3,501|306|5488,-4.82074865,0.051715,0.01354134,pass,
works_in_industry,pharmaceuticals,ilaç,NACE Rev. 2.1,C21 Manufacture of pharmaceutical products,1,31037,-10.19420147,-0.175607,0.00612206,3,216|9194|11512,-5.66661437,-0.506746,0.00581175,pass,
works_in_industry,healthcare,tıp,NACE Rev. 2.1,Q Human health and social work activities,1,4379,-7.69420147,1.740106,0.07458194,3,252|20335|96,-3.89484016,0.663023,0.03418051,pass,
works_in_industry,biotech,biyoloji,NACE Rev. 2.1,M72 Scientific research and development,1,44960,-10.4025348,-0.33525,0.00497072,4,1632|105|21758|10381,-3.76409268,0.749345,0.03895484,pass,
works_in_industry,banking,finans,NACE Rev. 2.1,K64 Financial service activities,1,14262,-8.50670147,1.117499,0.03309554,2,1501|487,-7.18579372,-1.509746,0.00127214,pass,
works_in_industry,insurance,sigorta,NACE Rev. 2.1,K65 Insurance and pension funding,1,6697,-9.44420147,0.399107,0.0129604,2,29459|35072,-8.68029054,-2.496449,0.00028542,pass,
works_in_industry,investment,yatirim,NACE Rev. 2.1,K66 Activities auxiliary to financial services,1,5642,-10.0587848,-0.071839,0.00700984,4,329|261|337|306,-4.73730008,0.10681,0.01471983,pass,
works_in_industry,accounting,muhasebe,NACE Rev. 2.1,M69 Legal and accounting activities,1,9886,-8.69420147,0.973821,0.02743716,4,283|6640|576|1425,-4.67336599,0.149021,0.01569167,pass,
works_in_industry,law,hukuk,NACE Rev. 2.1,M69 Legal and accounting activities,1,1525,-9.29836814,0.510857,0.01499522,3,294|3617|3617,-4.05047345,0.56027,0.02925417,pass,
works_in_industry,software,teknoloji,NACE Rev. 2.1,J62 Computer programming and consultancy,1,3197,-8.13170147,1.404856,0.04815372,4,543|18605|21758|10381,-3.3785158,1.003913,0.05728163,pass,
works_in_industry,communications,telekom,NACE Rev. 2.1,J61 Telecommunications,1,9353,-10.29836814,-0.255428,0.00551643,3,4462|91|300,-4.7259388,0.114311,0.01488802,pass,
works_in_industry,media,medya,NACE Rev. 2.1,J60 Programming and broadcasting,1,2902,-9.0275348,0.718393,0.01965959,2,958|5488,-7.28749228,-1.57689,0.00114913,pass,
works_in_industry,books,yayın,NACE Rev. 2.1,J58 Publishing activities,1,2905,-10.98586814,-0.78225,0.00277384,4,329|341|20335|94,-2.94687819,1.28889,0.08820093,pass,
works_in_industry,advertising,reklam,NACE Rev. 2.1,M73 Advertising and market research,1,11757,-9.88170147,0.063857,0.00836786,3,298|91|4130,-4.00434113,0.590727,0.03063535,pass,
works_in_industry,entertainment,eğlence,NACE Rev. 2.1,R90 Creative arts and entertainment,1,11154,-10.17336814,-0.159643,0.00625094,4,297|43702|92|535,-3.05927595,1.214683,0.07882418,pass,
works_in_industry,gaming,oyun,NACE Rev. 2.1,J58 Publishing of computer games,1,13636,-10.38170147,-0.319286,0.00507536,2,20785|419,-6.1148874,-0.802707,0.00371214,pass,
works_in_industry,academia,akademi,NACE Rev. 2.1,P Education,1,13762,-10.88170147,-0.702428,0.00307836,3,46345|2314|89,-4.31788286,0.383719,0.02238996,pass,
works_in_industry,research,bilim,NACE Rev. 2.1,M72 Scientific research and development,1,1151,-8.61086814,1.037678,0.02982156,2,23059|306,-6.34048239,-0.951651,0.00296244,pass,
works_in_industry,retail,perakende,NACE Rev. 2.1,G47 Retail trade,1,11124,-8.04836814,1.468714,0.05233847,3,567|494|32957,-9.27070045,-2.886253,0.00015815,pass,
works_in_industry,trade,ticaret,NACE Rev. 2.1,G46 Wholesale trade,1,3735,-9.56920147,0.303321,0.01143751,3,252|286|9258,-4.92036819,-0.014056,0.01225737,pass,
works_in_industry,logistics,lojistik,NACE Rev. 2.1,H52 Warehousing and support activities for transportation,1,21153,-9.92336814,0.031929,0.00802637,4,3092|90|363|1873,-5.07562272,-0.116559,0.01049473,pass,
works_in_industry,maritime,deniz,NACE Rev. 2.1,H50 Water transport,1,18011,-10.8087848,-0.646553,0.00331121,2,4017|463,-5.53991175,-0.423094,0.0065968,pass,
works_in_industry,airlines,uçuş,NACE Rev. 2.1,H51 Air transport,1,33411,-11.51053556,-1.184295,0.00164142,4,326|11512|101|32647,-3.27241937,1.07396,0.06369311,pass,
works_in_industry,railways,demiryolu,NACE Rev. 2.1,H49 Land transport,1,33214,-11.86470222,-1.455687,0.00115188,4,1877|38230|308|101,-5.56902997,-0.442319,0.00640748,pass,
works_in_industry,tourism,turizm,NACE Rev. 2.1,N79 Travel agency and tour operator activities,1,11044,-9.4792854,0.372223,0.01251358,3,6615|463|93,-5.04920546,-0.099118,0.01077566,pass,
works_in_industry,hotels,otel,NACE Rev. 2.1,I Accommodation and food service activities,1,21143,-10.96886889,-0.769223,0.00282139,2,19182|299,-7.28749069,-1.576889,0.00114913,pass,
works_in_industry,catering,yemek,NACE Rev. 2.1,I56 Food and beverage service activities,1,25446,-11.67720222,-1.312009,0.00138944,3,329|391|1846,-4.08978955,0.534312,0.02812633,pass,
works_in_industry,groceries,gıda,NACE Rev. 2.1,C10 Manufacture of food products,1,37039,-12.81261889,-2.182062,0.00044641,3,310|20335|4933,-4.41958451,0.316574,0.02022483,pass,
works_in_industry,textiles,tekstil,NACE Rev. 2.1,C13 Manufacture of textiles,1,22182,-9.81261889,0.116794,0.00896637,4,543|91|302|301,-4.87778823,0.014056,0.01279056,pass,
works_in_industry,fashion,moda,NACE Rev. 2.1,C14 Manufacture of wearing apparel,1,7317,-9.86470222,0.076883,0.00851133,2,798|81,-7.54802227,-1.748898,0.00088557,pass,
works_in_industry,property,emlak,NACE Rev. 2.1,L Real estate activities,1,3501,-10.78136889,-0.625545,0.00340325,3,649|92|494,-4.99705887,-0.064689,0.01135249,pass,
works_in_industry,architecture,mimarlık,NACE Rev. 2.1,M71 Architectural and engineering activities,1,6277,-9.65636889,0.236526,0.01048275,4,12112|2108|20335|91,-5.12199561,-0.147176,0.01001917,pass,
works_in_industry,engineering,teknik,NACE Rev. 2.1,M71 Architectural and engineering activities,1,4665,-7.98970222,1.513668,0.05550081,3,543|18605|1873,-3.83435361,0.702957,0.03631178,pass,
works_in_industry,consulting,strateji,NACE Rev. 2.1,M70 Management consultancy activities,1,18020,-10.38553556,-0.322224,0.00505594,3,871|368|10381,-7.69148668,-1.843617,0.00076721,pass,
works_in_industry,government,kamu,NACE Rev. 2.1,O Public administration and defence,1,1693,-8.34386873,1.242276,0.03894815,3,501|332|101,-4.44703913,0.298447,0.01967712,pass,
works_in_industry,security,güvenlik,NACE Rev. 2.1,N80 Security and investigation activities,1,3292,-10.03136889,-0.050831,0.00720468,4,310|7170|1241|7692,-3.00005929,1.253779,0.08363285,pass,
works_in_industry,waste,atık,NACE Rev. 2.1,E38 Waste collection treatment and materials recovery,1,3368,-10.32303556,-0.274331,0.00538202,3,418|20335|91,-5.20965926,-0.205053,0.00917825,pass,
works_in_industry,recreation,egzersiz,NACE Rev. 2.1,R93 Sports activities,1,17534,-11.41678556,-1.112455,0.00180275,3,19101|36006|463,-7.55180105,-1.751393,0.00088223,pass,
works_in_industry,arts,sanat,NACE Rev. 2.1,R90 Creative arts and entertainment,1,6600,-10.07303556,-0.082759,0.00691065,2,6183|261,-5.80252552,-0.596478,0.00507319,pass,
works_in_industry,welfare,refah,NACE Rev. 2.1,Q88 Social work activities,1,9365,-12.04178556,-1.591384,0.00096494,2,930|1287,-8.56378206,-2.419528,0.00032069,pass,
